iter	Logloss
0	0.6779652134
1	0.66248683
2	0.6448698741
3	0.6276887876
4	0.6117131766
5	0.5979899424
6	0.5814822173
7	0.5657615065
8	0.5501928675
9	0.5343238056
10	0.5211656612
11	0.5069849911
12	0.4928108382
13	0.4799425818
14	0.4675555305
15	0.4558284539
16	0.4448476136
17	0.4312500903
18	0.4211466725
19	0.4081076657
20	0.3947628702
21	0.3839871419
22	0.3737094125
23	0.362106524
24	0.3536595906
25	0.344217688
26	0.3340901679
27	0.3248540729
28	0.3166629546
29	0.3070691596
30	0.2990012411
31	0.2905470464
32	0.2829257873
33	0.2742568602
34	0.266188086
35	0.2589175292
36	0.2517510907
37	0.2458208428
38	0.2384074629
39	0.2311803691
40	0.2249261228
41	0.2196742635
42	0.2137519621
43	0.2079959294
44	0.2014479964
45	0.1960130482
46	0.1906916139
47	0.1857300183
48	0.1809072291
49	0.1761690369
50	0.1722340733
51	0.1684582862
52	0.1644377641
53	0.1597513834
54	0.1556623965
55	0.1514997992
56	0.1479177109
57	0.1444371114
58	0.141186075
59	0.1379466387
60	0.1336759868
61	0.1300791849
62	0.1271570219
63	0.1242692156
64	0.1212530816
65	0.1185991682
66	0.115970769
67	0.1141988839
68	0.1111419627
69	0.1080836764
70	0.1059791459
71	0.103278059
72	0.1000471233
73	0.09763953871
74	0.09500434772
75	0.093143426
76	0.09089002123
77	0.08863410287
78	0.08678766996
79	0.08457147215
80	0.08272964782
81	0.08154025411
82	0.07984177517
83	0.0780553448
84	0.07662521053
85	0.07492855231
86	0.07362203847
87	0.0717831936
88	0.07068715186
89	0.06941086027
90	0.06819363329
91	0.06706194851
92	0.06573985036
93	0.06433835037
94	0.06301390654
95	0.06199605981
96	0.06073216812
97	0.05977100577
98	0.05851718931
99	0.05753818221
100	0.05642845382
101	0.05540038128
102	0.0544847377
103	0.05341858413
104	0.05213826931
105	0.05114069949
106	0.0501686973
107	0.04920378234
108	0.04810360771
109	0.04727029385
110	0.04659717268
111	0.04594564718
112	0.04504859864
113	0.04431108448
114	0.04361553632
115	0.04295141782
116	0.04227521332
117	0.04161047194
118	0.0408876109
119	0.04010053582
120	0.03946443249
121	0.03873705065
122	0.0380722676
123	0.03755971918
124	0.03699435928
125	0.03640704913
126	0.03590999924
127	0.03533720554
128	0.03481759011
129	0.03424094075
130	0.03372463917
131	0.03325472018
132	0.03284356501
133	0.03234181463
134	0.03183892646
135	0.03122220274
136	0.03062615406
137	0.03027795139
138	0.0298321835
139	0.02939534977
140	0.02899613268
141	0.02857657777
142	0.02820327225
143	0.0278258176
144	0.02740825818
145	0.02705113683
146	0.02669406233
147	0.02624808884
148	0.02588703813
149	0.02539385963
150	0.02498083714
151	0.02460193857
152	0.02429567687
153	0.02387643245
154	0.02346250329
155	0.02310261966
156	0.0228151535
157	0.02255606362
158	0.02212508829
159	0.02190394912
160	0.02153826724
161	0.02119915787
162	0.02082720188
163	0.02043968617
164	0.02017325171
165	0.01989235488
166	0.01963145173
167	0.01937547029
168	0.01915695704
169	0.01895685479
170	0.01869941085
171	0.01843604045
172	0.01825319398
173	0.01804211969
174	0.01784132172
175	0.01764733385
176	0.01744530695
177	0.01718361116
178	0.01690108727
179	0.01667997763
180	0.01649706981
181	0.016337623
182	0.01613137846
183	0.01593840959
184	0.01574667578
185	0.01555640895
186	0.01530198984
187	0.01512406061
188	0.01491302049
189	0.01473412303
190	0.0145119258
191	0.01436219519
192	0.01416785719
193	0.01395941191
194	0.0138297286
195	0.01364256072
196	0.01346245482
197	0.01334879387
198	0.01316815608
199	0.013035913
200	0.01288706943
201	0.01279275457
202	0.01260995642
203	0.01247459543
204	0.0122810208
205	0.01219729947
206	0.01203687713
207	0.01187705182
208	0.01175702512
209	0.01159942512
210	0.01146382795
211	0.01133706303
212	0.01121976124
213	0.01107766359
214	0.0109582856
215	0.01080422347
216	0.01069311579
217	0.01061138335
218	0.01052275887
219	0.0104211994
220	0.0103184225
221	0.01019863829
222	0.01012130579
223	0.01006125914
224	0.009934243922
225	0.009854356438
226	0.009770851675
227	0.009663818475
228	0.009548069165
229	0.009452505959
230	0.009374965572
231	0.009276590712
232	0.009163236813
233	0.009112705953
234	0.00901707766
235	0.008963317524
236	0.008882763363
237	0.008805032793
238	0.008748403803
239	0.008666048575
240	0.008571694512
241	0.008504832599
242	0.0084495307
243	0.008395425723
244	0.008263048982
245	0.008205903614
246	0.008094156173
247	0.008036775234
248	0.007979192651
249	0.007888946283
250	0.00781762037
251	0.007779064577
252	0.007693479646
253	0.00762406182
254	0.00756174861
255	0.007490826305
256	0.007443309433
257	0.007358537829
258	0.007298578516
259	0.007244896858
260	0.007191074309
261	0.007133032185
262	0.007096450023
263	0.007017301461
264	0.006947270928
265	0.006881215943
266	0.006831234048
267	0.006771225894
268	0.006688379411
269	0.006639950935
270	0.006590872929
271	0.006551764877
272	0.006499702229
273	0.006440018993
274	0.006403802972
275	0.00637245915
276	0.006305639146
277	0.006256337581
278	0.006202884122
